50 1 50 50 25
50 2 99 73 39
50 3 147 84 49
50 4 194 140 47
50 5 240 211 22
50 6 285 193 50
50 7 329 250 39
50 8 372 204 50
50 9 414 307 48
50 10 455 255 43
50 11 495 318 48
50 12 534 353 48
50 13 572 382 48
50 14 609 417 44
50 15 645 475 49
50 16 680 426 48
50 17 714 554 50
50 18 747 523 47
50 19 779 474 48
50 20 810 549 42
50 21 840 547 48
50 22 869 546 50
50 23 897 589 49
50 24 924 656 50
50 25 950 582 50
50 26 975 685 50
50 27 999 684 50
50 28 1022 717 50
50 29 1044 758 50
50 30 1065 765 49
50 31 1085 701 49
50 32 1104 772 50
50 33 1122 807 50
50 34 1139 964 50
50 35 1155 914 50
50 36 1170 955 49
50 37 1184 898 50
50 38 1197 1014 50
50 39 1209 1011 50
50 40 1220 1089 50
50 41 1230 1064 50
50 42 1239 1048 50
50 43 1247 1109 50
50 44 1254 1133 50
50 45 1260 1190 50
50 46 1265 1190 50
50 47 1269 1213 50
50 48 1272 1250 50
50 49 1274 1236 50
50 50 1275 1275 50
