80 1 80 80 46
80 2 159 155 56
80 3 237 178 61
80 4 314 196 77
80 5 390 305 63
80 6 465 335 59
80 7 539 431 54
80 8 612 418 71
80 9 684 358 79
80 10 755 578 71
80 11 825 602 59
80 12 894 498 68
80 13 962 709 78
80 14 1029 570 78
80 15 1095 689 76
80 16 1160 724 78
80 17 1224 713 78
80 18 1287 862 74
80 19 1349 756 77
80 20 1410 772 80
80 21 1470 864 79
80 22 1529 904 78
80 23 1587 989 77
80 24 1644 1123 77
80 25 1700 1014 80
80 26 1755 1064 80
80 27 1809 938 80
80 28 1862 1113 77
80 29 1914 1138 78
80 30 1965 1369 80
80 31 2015 1349 72
80 32 2064 1447 80
80 33 2112 1271 80
80 34 2159 1399 80
80 35 2205 1639 79
80 36 2250 1423 79
80 37 2294 1697 80
80 38 2337 1551 78
80 39 2379 1558 80
80 40 2420 1688 80
80 41 2460 1703 78
80 42 2499 1612 79
80 43 2537 1718 79
80 44 2574 1589 79
80 45 2610 1995 80
80 46 2645 1912 78
80 47 2679 1911 80
80 48 2712 1908 80
80 49 2744 2059 78
80 50 2775 2095 80
80 51 2805 2104 80
80 52 2834 2268 79
80 53 2862 2164 80
80 54 2889 2228 79
80 55 2915 2291 79
80 56 2940 2158 80
80 57 2964 2410 80
80 58 2987 2292 80
80 59 3009 2284 80
80 60 3030 2574 80
80 61 3050 2360 80
80 62 3069 2549 80
80 63 3087 2556 80
80 64 3104 2644 80
80 65 3120 2554 80
80 66 3135 2643 80
80 67 3149 2750 80
80 68 3162 2887 79
80 69 3174 2826 79
80 70 3185 2710 80
80 71 3195 2865 80
80 72 3204 2997 79
80 73 3212 2937 80
80 74 3219 3066 80
80 75 3225 3017 80
80 76 3230 3035 79
80 77 3234 3149 80
80 78 3237 3171 80
80 79 3239 3219 80
80 80 3240 3240 80
