70 1 70 70 42
70 2 139 130 32
70 3 207 117 70
70 4 274 192 58
70 5 340 200 53
70 6 405 198 61
70 7 469 359 63
70 8 532 366 70
70 9 594 396 70
70 10 655 408 62
70 11 715 554 51
70 12 774 452 63
70 13 832 289 69
70 14 889 584 70
70 15 945 587 62
70 16 1000 563 70
70 17 1054 704 63
70 18 1107 652 65
70 19 1159 619 66
70 20 1210 680 70
70 21 1260 849 69
70 22 1309 874 69
70 23 1357 1048 68
70 24 1404 886 69
70 25 1450 908 66
70 26 1495 994 70
70 27 1539 916 68
70 28 1582 1118 64
70 29 1624 1121 69
70 30 1665 1219 66
70 31 1705 1126 69
70 32 1744 1190 69
70 33 1782 1103 70
70 34 1819 1284 70
70 35 1855 1255 68
70 36 1890 1299 69
70 37 1924 1309 70
70 38 1957 1394 70
70 39 1989 1426 67
70 40 2020 1461 69
70 41 2050 1448 69
70 42 2079 1518 70
70 43 2107 1688 68
70 44 2134 1636 68
70 45 2160 1514 70
70 46 2185 1707 70
70 47 2209 1836 70
70 48 2232 1740 68
70 49 2254 1777 68
70 50 2275 1859 69
70 51 2295 1827 70
70 52 2314 1923 69
70 53 2332 1953 70
70 54 2349 1943 70
70 55 2365 1979 70
70 56 2380 2016 70
70 57 2394 2120 70
70 58 2407 2124 70
70 59 2419 2260 70
70 60 2430 2205 69
70 61 2440 2231 70
70 62 2449 2153 70
70 63 2457 2254 70
70 64 2464 2318 70
70 65 2470 2301 70
70 66 2475 2374 70
70 67 2479 2368 70
70 68 2482 2355 70
70 69 2484 2430 70
70 70 2485 2485 70
