90 1 90 90 32
90 2 179 168 85
90 3 267 193 81
90 4 354 224 83
90 5 440 212 89
90 6 525 320 86
90 7 609 385 83
90 8 692 422 86
90 9 774 518 85
90 10 855 673 80
90 11 935 574 83
90 12 1014 743 87
90 13 1092 679 75
90 14 1169 761 76
90 15 1245 818 75
90 16 1320 728 90
90 17 1394 855 88
90 18 1467 786 85
90 19 1539 962 88
90 20 1610 933 83
90 21 1680 1217 87
90 22 1749 940 90
90 23 1817 1054 88
90 24 1884 1124 90
90 25 1950 1170 85
90 26 2015 1293 80
90 27 2079 1219 90
90 28 2142 1317 90
90 29 2204 1320 90
90 30 2265 1467 89
90 31 2325 1525 87
90 32 2384 1510 90
90 33 2442 1601 90
90 34 2499 1809 90
90 35 2555 1759 89
90 36 2610 1612 90
90 37 2664 1836 89
90 38 2717 1730 88
90 39 2769 1833 88
90 40 2820 1971 89
90 41 2870 1791 90
90 42 2919 1923 87
90 43 2967 1954 89
90 44 3014 2138 86
90 45 3060 2192 87
90 46 3105 2076 90
90 47 3149 2281 88
90 48 3192 2371 89
90 49 3234 2330 89
90 50 3275 2333 90
90 51 3315 2412 90
90 52 3354 2475 90
90 53 3392 2731 88
90 54 3429 2513 87
90 55 3465 2608 88
90 56 3500 2726 90
90 57 3534 2463 88
90 58 3567 2684 90
90 59 3599 2699 90
90 60 3630 2640 90
90 61 3660 2670 90
90 62 3689 2867 89
90 63 3717 2672 90
90 64 3744 2969 90
90 65 3770 2755 90
90 66 3795 3284 90
90 67 3819 3096 90
90 68 3842 3180 90
90 69 3864 3221 90
90 70 3885 3231 90
90 71 3905 3337 87
90 72 3924 3209 90
90 73 3942 3259 90
90 74 3959 3460 90
90 75 3975 3222 90
90 76 3990 3554 88
90 77 4004 3417 90
90 78 4017 3481 90
90 79 4029 3539 90
90 80 4040 3655 90
90 81 4050 3738 90
90 82 4059 3761 90
90 83 4067 3715 90
90 84 4074 3892 90
90 85 4080 3858 90
90 86 4085 3880 90
90 87 4089 3952 90
90 88 4092 4002 90
90 89 4094 4084 90
90 90 4095 4095 90
