60 1 60 60 37
60 2 119 108 49
60 3 177 140 56
60 4 234 131 60
60 5 290 168 54
60 6 345 213 53
60 7 399 274 56
60 8 452 260 60
60 9 504 300 60
60 10 555 336 58
60 11 605 386 51
60 12 654 383 60
60 13 702 380 56
60 14 749 425 58
60 15 795 498 57
60 16 840 494 55
60 17 884 456 60
60 18 927 572 59
60 19 969 688 55
60 20 1010 674 54
60 21 1050 675 59
60 22 1089 787 50
60 23 1127 665 60
60 24 1164 734 59
60 25 1200 925 57
60 26 1235 822 59
60 27 1269 758 60
60 28 1302 858 58
60 29 1334 944 60
60 30 1365 847 59
60 31 1395 1067 60
60 32 1424 1072 60
60 33 1452 1074 60
60 34 1479 1081 59
60 35 1505 1168 59
60 36 1530 1202 60
60 37 1554 1197 60
60 38 1577 1131 59
60 39 1599 1175 59
60 40 1620 1295 60
60 41 1640 1162 59
60 42 1659 1288 60
60 43 1677 1370 60
60 44 1694 1291 60
60 45 1710 1389 60
60 46 1725 1423 60
60 47 1739 1537 60
60 48 1752 1560 60
60 49 1764 1535 60
60 50 1775 1460 60
60 51 1785 1587 60
60 52 1794 1649 60
60 53 1802 1653 60
60 54 1809 1634 60
60 55 1815 1644 60
60 56 1820 1712 60
60 57 1824 1733 60
60 58 1827 1740 60
60 59 1829 1800 60
60 60 1830 1830 60
